Community,evenness_simplified,Evenness distribution,Taxonomic distribution,Sequencing Depth (million reads),Pipeline,MAG ID,Domain,Phylum,Class,Order,Family,Genus,Species,Completeness,Contamination,Strain heterogeneity,Original community?,Number of contigs,Contig size (bp),coverage,Relative abundance,species list,Special case?,original_comm,Mismatch
C,Logarithmic,Logarithmic decay,Random,30,8K,C.2.R.30-8K-bin.25,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,100,1.75,0,Thermotoga petrophila,23,1786561,35,0.01182983,Thermotoga petrophila,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,30,8K,C.2.R.30-8K-bin.29,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,100,1.75,0,Thermotoga petrophila,23,1786561,35,0.01182983,Thermotoga petrophila,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,30,8K,C.2.R.30-8K-bin.33,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,100,1.75,0,Thermotoga petrophila,23,1786561,35,0.01182983,Thermotoga petrophila,#N/A,#N/A,#N/A
A,Equal abundance,Equal abundance,Ordered,60,DT,A.1.O.60-DT-bin.4,Archaea,Halobacterota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_C,Archaeoglobus veneficus,99.35,1.31,0,Archaeoglobus veneficus,67,1975791,63,0.01183277,Archaeoglobus veneficus,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Closely related,60,8K,C.3.C.60-8K-bin.19,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Nitratireductor_B,Nitratireductor basaltis,99.6,0.8,0,Nitratireductor basaltis,36,3304735,38,0.01183834,Nitratireductor basaltis,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay with abundance plateaus,Very closely related,60,8K,B.4.V.60-8K-bin.13,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,1.65,66.67,Sinomonas atrocyanea,66,4235964,30,0.01185244,Sinomonas atrocyanea,#N/A,#N/A,#N/A
B,Equal abundance,Equal abundance,Ordered,60,8K,B.1.O.60-8K-bin.19,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,100,0,0,Riemerella anatipestifer,20,2086217,61,0.01185443,Riemerella anatipestifer,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Very closely related,60,DT,A.2.V.60-DT-bin.17,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium luteolum,98.91,0,0,Chlorobium luteolum,40,2378341,52,0.01185526,Chlorobium luteolum,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Closely related,60,DT,C.3.C.60-DT-bin.2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Nitratireductor_B,Nitratireductor basaltis,99.6,0.8,0,Nitratireductor basaltis,36,3311714,37,0.01186403,Nitratireductor basaltis,#N/A,#N/A,#N/A
B,Equal abundance,Equal abundance,Ordered,60,DT,B.1.O.60-DT-bin.11,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,98.53,0,0,Riemerella anatipestifer,21,2088766,60,0.01187029,Riemerella anatipestifer,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Closely related,60,MM,C.2.C.60-MM-bin.6,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Granulicella_A,Granulicella mallensis,98.28,2.63,0,Granulicella mallensis,793,6142433,20,0.01188480,Granulicella mallensis,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,30,DT,C.2.R.30-DT-bin.10,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,100,1.75,0,Thermotoga petrophila,28,1829197,34,0.01188666,Thermotoga petrophila,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Very closely related,60,MM,A.5.V.60-MM-bin.10,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacter thermophilus,96.75,0.51,0,Hydrogenobacter thermophilus,48,1685282,76,0.01191942,Hydrogenobacter thermophilus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Closely related,60,MM,A.3.C.60-MM-bin.20,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium piperi,99.51,0,0,Chryseobacterium piperi,211,4205739,30,0.01192939,Chryseobacterium piperi,#N/A,#N/A,#N/A
B,Equal abundance,Equal abundance,Ordered,60,DT,B.1.O.60-DT-bin.10,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_C,Helicobacter cinaedi,98,2.12,0,Helicobacter cinaedi,110,2068596,61,0.01194264,Helicobacter cinaedi,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Closely related,60,MM,C.2.C.60-MM-bin.8,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Terriglobus,Terriglobus roseus,87.93,0.86,0,Terriglobus roseus,200,4268326,30,0.01194879,Terriglobus roseus,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,180,DT,C.3.R.180-DT-bin.33,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces griseus,99.91,0,0,Streptomyces griseus,68,8244629,46,0.01197284,Streptomyces griseus,Streptomyces griseus,C,TRUE
C,Logarithmic,Logarithmic decay,Random,10,8K,C.2.R.10-8K-bin.16,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia_B,Erwinia gerundensis,88,1.73,23.08,Erwinia gerundensis,361,3253280,6,0.01198318,Erwinia gerundensis,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,10,8K,C.2.R.10-8K-bin.4,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia_B,Erwinia gerundensis,88,1.73,23.08,Erwinia gerundensis,361,3253280,6,0.01198318,Erwinia gerundensis,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,30,8K,A.2.R.30-8K-bin.6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Antarctobacter heliothermus,99.25,0.83,0,Antarctobacter heliothermus,43,4507916,14,0.01198559,Antarctobacter heliothermus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,120,DT,A.3.R.120-DT-bin.7,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis ruber,98.78,0,0,Thermocrinis ruber,14,1448261,175,0.01199006,Thermocrinis ruber,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,C.5.N.60-8K-bin.14,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,100,1.75,0,Thermotoga petrophila,21,1781951,72,0.01200028,Thermotoga petrophila,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,C.5.N.60-8K-bin.19,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,100,1.75,0,Thermotoga petrophila,21,1781951,72,0.01200028,Thermotoga petrophila,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,C.5.N.60-8K-bin.45,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,100,1.75,0,Thermotoga petrophila,21,1781951,72,0.01200028,Thermotoga petrophila,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,DT,C.5.N.60-DT-bin.6,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,100,1.75,0,Thermotoga petrophila,21,1781951,71,0.01200032,Thermotoga petrophila,#N/A,#N/A,#N/A
C,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,C.5.N.60-8K-bin.50,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga petrophila,100,1.75,0,Thermotoga petrophila,21,1781951,72,0.01200032,Thermotoga petrophila,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,180,DT,A.3.R.180-DT-bin.6,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacter thermophilus,98.78,0.91,0,Hydrogenobacter thermophilus,28,1781032,214,0.01202126,Hydrogenobacter thermophilus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,120,8K,A.3.R.120-8K-bin.9,Archaea,Halobacterota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus fulgidus,90.2,0,0,Archaeoglobus fulgidus,36,1866276,139,0.01205141,Archaeoglobus fulgidus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay,Random,30,MM,A.2.R.30-MM-bin.4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Antarctobacter,Antarctobacter heliothermus,98.13,2.43,16.67,Antarctobacter heliothermus,887,4611575,14,0.01206896,Antarctobacter heliothermus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,30,DT,A.3.R.30-DT-bin.25,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Geobacillus,Geobacillus thermocatenulatus,98.99,0,0,Geobacillus thermocatenulatus,78,2989230,21,0.01207539,Geobacillus thermocatenulatus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,60,DT,B.3.R.60-DT-bin.28,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_A,Helicobacter bilis,95.46,0.12,0,Helicobacter bilis,140,2163190,59,0.01208778,Helicobacter bilis,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay with abundance plateaus,Very closely related,60,MM,A.4.V.60-MM-bin.3,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium luteolum,98.91,0,0,Chlorobium luteolum,43,2212902,59,0.01209037,Chlorobium luteolum,#N/A,#N/A,#N/A
C,Equal abundance,Equal abundance,Ordered,60,8K,C.1.O.60-8K-bin.1,Archaea,Halobacterota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides methylutens,100,0,0,Methanococcoides methylutens,14,2338009,55,0.01211153,Methanococcoides methylutens,#N/A,#N/A,#N/A
C,Equal abundance,Equal abundance,Ordered,60,8K,C.1.O.60-8K-bin.17,Archaea,Halobacterota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides methylutens,100,0,0,Methanococcoides methylutens,14,2338009,55,0.01211153,Methanococcoides methylutens,#N/A,#N/A,#N/A
C,Equal abundance,Equal abundance,Ordered,60,8K,C.1.O.60-8K-bin.8,Archaea,Halobacterota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides methylutens,100,0,0,Methanococcoides methylutens,14,2338009,55,0.01211153,Methanococcoides methylutens,#N/A,#N/A,#N/A
C,Equal abundance,Equal abundance,Ordered,60,8K,C.1.O.60-8K-bin.35,Archaea,Halobacterota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides methylutens,100,0,0,Methanococcoides methylutens,15,2341017,55,0.01212163,Methanococcoides methylutens,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,180,8K,A.3.R.180-8K-bin.8,Archaea,Halobacterota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus fulgidus,90.2,0,0,Archaeoglobus fulgidus,37,1898994,206,0.01212735,Archaeoglobus fulgidus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay,Random,180,DT,B.3.R.180-DT-bin.3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter_C,Helicobacter cinaedi,99.41,1.3,0,Helicobacter cinaedi,81,1987664,193,0.01213438,Helicobacter cinaedi,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Not closely related,60,DT,B.5.N.60-DT-bin.14,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus,100,0.63,0,Desulfurococcus mucosus,17,1299238,98,0.01214074,Desulfurococcus mucosus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,B.5.N.60-8K-bin.16,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus,100,0.63,0,Desulfurococcus mucosus,17,1299238,100,0.01214074,Desulfurococcus mucosus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,B.5.N.60-8K-bin.20,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus,100,0.63,0,Desulfurococcus mucosus,17,1299238,100,0.01214074,Desulfurococcus mucosus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,B.5.N.60-8K-bin.21,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus,100,0.63,0,Desulfurococcus mucosus,17,1299238,100,0.01214074,Desulfurococcus mucosus,#N/A,#N/A,#N/A
B,Exponential,Exponential decay with abundance plateaus,Not closely related,60,8K,B.5.N.60-8K-bin.48,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus mucosus,100,0.63,0,Desulfurococcus mucosus,17,1299238,100,0.01214074,Desulfurococcus mucosus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,120,8K,A.3.R.120-8K-bin.12,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacter thermophilus,98.78,0.51,0,Hydrogenobacter thermophilus,25,1720866,152,0.01216643,Hydrogenobacter thermophilus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,120,8K,A.3.R.120-8K-bin.32,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacter thermophilus,98.78,0.51,0,Hydrogenobacter thermophilus,25,1720866,152,0.01216643,Hydrogenobacter thermophilus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,120,8K,A.3.R.120-8K-bin.35,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacter thermophilus,98.78,0.51,0,Hydrogenobacter thermophilus,25,1720866,152,0.01216643,Hydrogenobacter thermophilus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,120,8K,A.3.R.120-8K-bin.46,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacter thermophilus,98.78,0.51,0,Hydrogenobacter thermophilus,25,1720866,152,0.01216643,Hydrogenobacter thermophilus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay with abundance plateaus,Very closely related,60,DT,B.4.V.60-DT-bin.5,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,98.32,1.65,66.67,Sinomonas atrocyanea,72,4352365,29,0.01216780,Sinomonas atrocyanea,#N/A,#N/A,#N/A
B,Equal abundance,Equal abundance,Ordered,60,DT,B.1.O.60-DT-bin.23,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Lawsonella,Lawsonella clevelandensis,95,0.88,0,Lawsonella clevelandensis,28,2014907,64,0.01219631,Lawsonella clevelandensis,#N/A,#N/A,#N/A
C,Logarithmic,Logarithmic decay,Random,10,DT,C.2.R.10-DT-bin.3,Bacteria,Spirochaetota,Spirochaetia,Borreliales,Borreliaceae,Borrelia,Borrelia anserina,100,4.47,5.88,Borrelia anserina,136,1784563,12,0.01221649,Borrelia anserina,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,60,MM,A.3.R.60-MM-bin.4,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,99.24,0.3,0,Celeribacter marinus,46,3004973,43,0.01222152,Celeribacter marinus,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,180,8K,C.3.R.180-8K-bin.11,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,8,1991817,198,0.01222231,#N/A,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,180,8K,C.3.R.180-8K-bin.12,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,8,1991817,198,0.01222231,#N/A,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,180,8K,C.3.R.180-8K-bin.8,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,8,1991817,198,0.01222231,#N/A,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,180,8K,C.3.R.180-8K-bin.9,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,8,1991817,198,0.01222231,#N/A,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,A.5.V.60-8K-bin.13,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacter thermophilus,98.78,0.51,0,Hydrogenobacter thermophilus,25,1723993,76,0.01222816,Hydrogenobacter thermophilus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,A.5.V.60-8K-bin.2,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacter thermophilus,98.78,0.51,0,Hydrogenobacter thermophilus,25,1723993,76,0.01222816,Hydrogenobacter thermophilus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,A.5.V.60-8K-bin.35,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacter thermophilus,98.78,0.51,0,Hydrogenobacter thermophilus,25,1723993,76,0.01222816,Hydrogenobacter thermophilus,#N/A,#N/A,#N/A
A,Exponential,Exponential decay with abundance plateaus,Very closely related,60,8K,A.5.V.60-8K-bin.49,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacter thermophilus,98.78,0.51,0,Hydrogenobacter thermophilus,25,1723993,76,0.01222816,Hydrogenobacter thermophilus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay with abundance plateaus,Very closely related,60,8K,A.4.V.60-8K-bin.10,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium luteolum,98.91,0,0,Chlorobium luteolum,19,2230407,59,0.01223416,Chlorobium luteolum,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Not closely related,60,8K,C.3.N.60-8K-bin.1,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,7,1992735,66,0.01224602,#N/A,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Not closely related,60,8K,C.3.N.60-8K-bin.40,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,7,1992735,66,0.01224602,#N/A,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Not closely related,60,8K,C.3.N.60-8K-bin.45,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,7,1992735,66,0.01224602,#N/A,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Not closely related,60,8K,C.3.N.60-8K-bin.54,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,7,1992735,66,0.01224602,#N/A,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Not closely related,60,DT,C.3.N.60-DT-bin.21,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,7,1992735,65,0.01224602,#N/A,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay with abundance plateaus,Closely related,60,8K,B.4.C.60-8K-bin.13,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,99.02,0.02,100,Riemerella anatipestifer,19,2074005,63,0.01225613,Riemerella anatipestifer,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay with abundance plateaus,Closely related,60,8K,B.4.C.60-8K-bin.4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,99.02,0.02,100,Riemerella anatipestifer,19,2074005,63,0.01225613,Riemerella anatipestifer,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay with abundance plateaus,Closely related,60,8K,B.4.C.60-8K-bin.41,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,99.02,0.02,100,Riemerella anatipestifer,19,2074005,63,0.01225613,Riemerella anatipestifer,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay with abundance plateaus,Closely related,60,8K,B.4.C.60-8K-bin.47,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,99.02,0.02,100,Riemerella anatipestifer,19,2074005,63,0.01225613,Riemerella anatipestifer,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,120,DT,A.3.R.120-DT-bin.2,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacter thermophilus,98.78,0.51,0,Hydrogenobacter thermophilus,29,1726113,150,0.01225848,Hydrogenobacter thermophilus,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,120,8K,C.3.R.120-8K-bin.7,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga,Pseudothermotoga thermarum,100,0,0,Pseudothermotoga thermarum,38,1957141,135,0.01226408,Pseudothermotoga thermarum,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Random,180,MM,C.3.R.180-MM-bin.1,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,19,2002304,198,0.01227052,#N/A,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,120,MM,A.3.R.120-MM-bin.5,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis albus,96.54,0,0,Thermocrinis albus,59,1439016,184,0.01227471,Thermocrinis albus,#N/A,#N/A,#N/A
B,Logarithmic,Logarithmic decay,Random,180,DT,B.2.R.180-DT-bin.29,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus paralicheniformis,99.59,0.34,8.33,Bacillus paralicheniformis,52,4339940,89,0.01227777,Bacillus paralicheniformis,#N/A,#N/A,#N/A
A,Exponential,Exponential decay,Random,60,DT,A.3.R.60-DT-bin.10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter_A,Celeribacter marinus,96.31,0.83,0,Celeribacter marinus,31,2996324,43,0.01228182,Celeribacter marinus,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay with abundance plateaus,Very closely related,60,8K,A.4.V.60-8K-bin.14,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium luteolum,98.91,0,0,Chlorobium luteolum,20,2238225,59,0.01228936,Chlorobium luteolum,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay with abundance plateaus,Very closely related,60,8K,A.4.V.60-8K-bin.22,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium luteolum,98.91,0,0,Chlorobium luteolum,20,2238225,59,0.01228936,Chlorobium luteolum,#N/A,#N/A,#N/A
A,Logarithmic,Logarithmic decay with abundance plateaus,Very closely related,60,8K,A.4.V.60-8K-bin.6,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium luteolum,98.91,0,0,Chlorobium luteolum,20,2238225,59,0.01228936,Chlorobium luteolum,#N/A,#N/A,#N/A
C,Exponential,Exponential decay,Not closely related,60,MM,C.3.N.60-MM-bin.16,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,Pseudothermotoga_A,Pseudothermotoga caldifontis,96.55,0.47,0,#N/A,13,2000123,66,0.01229102,#N/A,#N/A,#N/A,#N/A
